,이름,리뷰 내용
6873,하이디라오,"
          오랜만에 훠궈 먹어서 전날부터 기대에 부풀어있었다☺️ 베이징에서 먹고 하이디라오 한국 지점은 처음인데 훠궈는 원래 맛있으니까 맛있게 먹긴 했지만 중국에서 먹은 그 맛과 그 친절은 절대 따라올수가 없어서 아쉬웠음.. 마라 반에 후추 반 시켰는데 후추탕은 그냥 사골탕같았다. 다들 토마토를 추천하던데 그냥 모험해볼걸ㅠ 다른건 추가할거없고 여기는 새우완자가 진짜다. 모두들 새우완자를 두번 추가하세요. 아이패드로 주문하는데 뭐 어떤 시스템인지 잘 모르겠어서 좀 헤맸다. UI 좀 개선했으면 좋겠음. 아무튼 고기부터 야채들 전부 신선도는 그냥저냥 평범했고 가격에 비해 확실히 양은 적었다. 샐러드바에 옥수수죽이며 황도 등이 있는데 퀄리티가 썩 좋아보이진 않았음. 직원분들은 다 친절하셨지만 베이징 하이디라오에서 한국인 왔다고 10리 밖에서부터 종치고 딸랑거리며 들어간 다음 하트 면발로 깜짝 프로포즈급 이벤트를 받아본 나로서는 그저 베이징의 하이디라오만 아련하게 떠오를뿐... 한국에서 왜이렇게 가격이 비싸게 책정됐는지 모르겠다. 맛도 확실히 한국 패치가 많이 된 느낌이라 너무 아쉬웠는데 그래도 어쨌든 무난하게 먹기엔 좋은 곳인듯. 
        "
6874,하이디라오,"
          중국에 직접 가본 적은 없지만, 수업 중에 배운 중국 문화를 가장 흡사하게 느낄 수 있었다. 외투 정리부터 기본적인 손님 응대까지 와,,, 소리가 난다. 아무것도 모른 상태에서 가서인지 음식 주문이 쉽지는 않았다. 탕 종류를 선택하고, 고기를 선택하고, 암튼 뭐 이것저것 선택한다. 친구의 주도하에 선택하여 자세한 기억이 없다. 가장 베이직하고 인기 많은 걸로만 선택했다. 아주 맛있게 먹었다. 매운 탕은 보통맛으로 선택했는데 적당히 맵고 좋았다. 아이패드로 추가주문이 가능한데 완자가 인기가 많다고 해서 시켜봤다. 직원분이 오셔서 직접 적당한 모양으로 숭덩숭덩 넣어주신다. 인기 있는 건 인기 있는 이유가 있다. 너무 맛있어서 한번 더 시켜먹었다.음식 맛도 음식 맛이지만, 기본적인 손님 응대가 장난없다. 외투를 의자에 예쁘게 걸어놓는 것부터 시작해서 스마트폰 보호를 위해 작은 지퍼백을 제공해준다. 물잔이 비어 물통을 드는 순간 직원분이 호다닥 다가오신다. 최근에 받아본 극진한 서비스 원탑.트위터에서 본 건데 혼자 방문하면 맞은 편에 인형을 앉혀준다고 한다. 졸귀탱
        "
6875,하이디라오,"
          훠궈계의 에버랜드, 하이디라오!쭉 펼쳐진 셀프 소스바부터 태블릿 주문체계까지 이제껏 방문한 훠궈집 중에서 가장 깨끗하고 정리정돈이 잘 된 느낌이었습니다.버섯탕, 토마토탕, 백탕, 홍탕 네 가지와 셋이 배가 터질 정도의 메뉴를 주문하니 약 10만원이 나왔습니다.진짜배기 홍탕도 매력적이었지만 다른 데서 맛볼 수 없는 버섯탕과 토마토탕이 취저!! 비싸다는 단점이 있지만 재료들이 다 신선해서 그런지 이제껏 먹은 훠궈 중 가장 깔끔한 느낌의 훠궈였습니다.특정 면을 시키면 면으로 부리는 묘기와 갑작스런 중국풍 음악과 함께 얼굴이 변하는(?!) 묘기까지..음식뿐만 아니라 엔터테인먼트를 함께 즐길 수 있는 훠궈집은 아마 하이디라오뿐만이지 않을까 싶습니다.
        "
6876,하이디라오,"
          지난 금요일 방문이 어느덧 건대점에만 7번째 방문이었는데요 ㅎㅎ 처음으로 4가지 탕으로 먹고 가면공연까지 봐서 평소보다 더 특별했어요! 전 하이디라오를 알기 전까진 무한리필 훠궈집을 즐겨갔었어요. 하이디라오 첫 방문 때만해도 비싼 가격에 다신 안갈거라고 얘기했던 적도 있었..구요 ㅋㅋ 그럼에도 신선한 재료와 비교불가 서비스에 어느덧 단골이 되었네요1. 맛전 주로 2가지 탕으로 먹고, 마라탕과 버섯탕 추천합니다! (탕 주문할 때 옵션 자세히보면 마라 찌꺼기없게, 더 맵게, 연하게 등등 다 조절가능해요) 주문한 재료 중에 실패한 건 없었지만 특히 맛있는건 새우(껍질 까달라하면 까줍니다), 완자류, 넙적당면(가격대비 양이 너무 적지만요..), 수타면! 추천하고 싶네요. 서비스로 연유뿌린 튀김꽃빵 먹은 적 있는데 그것도 맛있었어요.2. 분위기 & 서비스특별히 중국스러운 인테리어가 있거나 하진 않지만, 날짜/시간 잘 맞춰가서 가면공연은 한번쯤 봐도 재밌을것 같아요. 전 금요일 8시에 먹고 있었더니 하더라구요 ㅎㅎ 그리고 외투벗어놓으면 냄새밴다고 뭐 덮어주고, 머리끈 갖다주고, 안경 닦으라고 갖다주고, 휴대폰에 국물튄다고 지퍼백 갖다주고 ㅠㅠ 서비스를 이루 다 말할 수가 없겠어요.3. 가격다른 훠궈집 대비 분명 비싸지만! 갈 만하다고 생각됩니다. 식사량이 좀 있는(?) 분들은 세트메뉴 시키지마세요 ㅠㅠ 단품으로 주문하는게 더 비싼듯해도 배를 채울 수 있어요..암튼 한동안 우리나라에선 하이디라오를 능가하는 훠궈집은 없지않을까 조심스레 예상해봅니다❛˓◞˂̵  
        "
6877,하이디라오,"
           하이디라오는 내가 제일 자주 가는 식당중 하나이다. 나는 개인적으로 명동, 건대, 홍대, 강남 중 홍대지점이나 건대지점 맛이 괜찮은거 같다. 미묘한 차이지만 ..  나는 중국 음식을 너무 좋아해서 다양한 곳에서 먹어봤는데 훠궈는 하이디라오 이것은 나에게 공식이다. 버섯탕, 마라탕, 삼선탕, 토마토탕 중 젤 맛있는건 마라탕이고 토마토탕은 내 취향은 아니다. 2순위인 삼선탕과 버섯탕을 번갈아 먹는데 삼선탕은 뭔가 좀 더 진한 사골... 느낌이고(정확히 무엇으로 국물을 우려냈는지는 공부를 못함) 버섯탕은 사진처럼 그냥 맑은 육수.. 버섯 우려낸 국물 같다. 지극히 내 미각으로 판단했기 때문에 사람마다 느끼는 것이 다를거라고 생각한다. 내 미각이 고장났을 수도 있기 때문에. 그리고 나는 한번도 세트로 시킨적이 없는데 세트가 가성비 최고라고 들었다. 이번엔 밤중에 야식으로 먹으러가서 엄청 조금 시킨건데 저정도면 6-7만원이니 세트로 먹는게 나을 수도 있을거 같다... 하리디라오에서 가장 좋아하는 재료는 새우 완자다. 사진에서 처럼 새우 속살 뭉쳐졌는데 식감 최고 입안이 새우로 가득찬다. 처음에 큰 덩어리로 주는데 고기 좀 먹다 중간에 직원 불러서 새우 완자 해주세요 하면 모양 만들어서 탕에 직접 넣어주신다. 하이디라오는 경영학 수업에서 서비스 성공 사례로 자주 소개될 만큼 서비스가 너무 좋다.. 직원분들이 너무 친절하시다..저날 내 친구가 머리끈 하나만 부탁드려요 했는데 기다렸다는듯...바로 줬다. 
"
6878,하이디라오,"
          다른 지점보다 더 세세하게 잘 챙겨주셔서 좋았음. 사람은 너무 많아서 대기는 좀 해야합니다
        "
6879,하이디라오,"
          믿고 먹는 하이디라오다른 지점보다 건대지점이 훨씬 친절하신 것 같다네이버예약하면 할인받을수 있어요!
        "
6880,하이디라오,"
            들어가자마자 엄청 넓으면서 깔끔해서 좋았어요. 들어가는 도중에 보는 모든 직원들이 친절하게 인사해주시고 말하지 않아도 알아서 척척 해주시는 직원들의 친절함과 서비스에 많이 놀랐습니다.   저희는 양고기 소고기 세트를 주문했고 탕은 마라탕과 소고기사골탕을 주문했어요.  셀프바에는 소스응 만들어 먹을 수 있는 여러 재료들과 과일, 간단한 반찬, 음료 등이 있어서 편리했습니다. 미역초무침, 콘샐러드, 땅콩 등 반찬들이 다 맛있었습니다.  흠..근데 저는 마라탕과는 안맞나봐요... 생각보다 매웠고 그 특유의 마라향(처음에 먹을 때 옛날 화장품 향 같으면서 입이 얼얼한..)이 먹다보니 다 못먹겠더라구요..토마토탕 시킬걸 후회했습니다..복만루에서는 그 향이 그렇게 강하지 않았던거 같은데 여긴 더 강한거 같아요...;;그래서 많은 재료들을 백탕(사골탕)에다가 거의 먹었습니다.ㅠㅠ고기도 괜찮았고 야채들도 괜찮았는데 가격대비 양이 그닥 많지 않고 생각보다 강한 마라향때문에 아쉬웠습니다.그래도 부모님이나 어른들과 함께 먹기에는 깔끔하고 서비스도 좋아서 괜찮을 것 같아요.
        "
6881,하이디라오,"
                              건대/군자/광진
                              -
                              기타 중식
                            "
6882,하이디라오,"
                              건대/군자/광진
                              -
                              기타 중식
                            "
6883,하이디라오,"
                              건대/군자/광진
                              -
                              고기 요리
                            "
6884,하이디라오,"
                              건대/군자/광진
                              -
                              기타 중식
                            "
6885,하이디라오,"""건대 앞 인기 맛집만 골라 모았다!"""
6886,하이디라오,"
채식메뉴
                    
"
6887,하이디라오,대한민국 먹슐랭 가이드!
6888,하이디라오,망고플레이트 앱 바로가기
6889,하이디라오,"

"
6890,하이디라오,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
6891,하이디라오,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
6892,하이디라오,
6893,하이디라오,리뷰를 삭제하시겠습니까?
6894,하이디라오,"Eat, Share, Be Happy."
6895,하이디라오,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
6896,하이디라오,"

          한국어
        

          English
        

          简体中文
        
"
6897,하이디라오,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
6898,하이디라오,최근 검색어가 없습니다.
6899,하이디라오,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
6900,하이디라오,격하게 가고싶다..
6901,하이디라오,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
6902,하이디라오,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
6903,하이디라오,
6904,하이디라오,"
        전체 동의
      "
6905,하이디라오,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
6906,하이디라오,로그인
6907,하이디라오,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
6908,하이디라오,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
6909,하이디라오,"
Mangoplate

"
6910,하이디라오,
6911,하이디라오,"
            translation missing: ko.app_download_layer.description
          "
6912,하이디라오,* IOS 버전은 준비 중입니다.
6913,하이디라오,* Android 버전은 준비 중입니다.
6914,요마시,"
                    사진 더보기
                    
"
6915,요마시,"
                    사진 더보기
                    
"
6916,요마시,"
                    사진 더보기
                    
"
6917,요마시,"
                    사진 더보기
                    
"
6918,요마시,"
                    사진 더보기
                    
"
6919,요마시,
6920,요마시,가고싶다
6921,요마시,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
6922,요마시,"
                업데이트
                : 2021. 2. 1
              "
6923,요마시,"
          가성비 괜찮은 집이었어요
        "
6924,요마시,"
          텐동먹었는데 좀 아닌듯. 튀김옷 너무 두껍고 바삭하지도 않아요. 근처 텐동한이랑 너무 비교되요. 튀김 다시 배우셔야할듯.
        "
6925,요마시,"
          인근 지역에서 배달이나 포장으로도 인기가 많은편이고, 좋은가격대로 메뉴 구성이 되어서 가성비도 좋은 텐동/ 돈카츠 전문 ""요마시""평일 초저녁 시간대에 방문했는데....매장 손님은 저희 포함 2팀 정도고 대부분 배달이 많은 느낌이였어요~ 텐동 만원이면 가격대가 너무 착한 느낌이네요~ 개인적으로는 살짝 기름진 느끼함과 밥의 상태가 살짝 아쉬움이였으나, 맛은 괜찮았구요~함박카츠는 로제소스처럼 살짝 매콤하면서 부드러운 크림소스로 더 느끼할까봐 걱정했지만, 생각보단 잘 어울렸고, 함박도 적당한 질감이 느껴지며 부드러운 식감이라 의외로 괜찮았어요.사이드로 돈카츠 메뉴도 조각으로 판매하고 있어서 치즈돈카츠를 한조각 추가했구요~ 치즈양이 넘쳐날듯 풍부한건 아니지만 고기의 맛과 치즈의 맛을 함께 느낄 수 있는 밸런스는 괜찮은거 같아요. 튀김옷도 두껍지 않고, 바삭한 겉면과 촉촉한 고기와 치즈 덕분에 잘 먹었습니다.뭔가 돋보이거나 차별화된 부분이 있는건 아니지만, 이근처에서 가성비 좋으면서 먹을만한 식당이라 생각합니다.
        "
